crossid	plantid	block1	blockAB	cross.manual	collect.date	veg.biomass.g	weigh.date	comments	linenum	collect	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	full	sxc	sxcxm	mompid	dadpid	smompop
3	17	12	NA	NA	2016-12-16	8.18	2017-08-03	NA	23	281	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.N-5	hook879WKG
64	9	11	NA	NA	2016-12-15	17.13	2017-08-03	NA	24	280	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
60	3	1	A	NA	2016-12-15	9.6	2017-08-03	NA	25	280	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
1	4	11	NA	HH	2017-02-11	14.487	2017-08-15	NA	26	338	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.G-2	hook879WKG
188	1	10	B	KH	2017-02-12	14.229	2017-08-15	NA	27	339	3587WP	7	kaal	879WKG	2-2	hook	hybrid	KH	3587-7 x 879-2-2	kaal.hybrid	kaal.hybrid.3587WP.7	3587WP.7	879WKG.2-2	kaal3587WP
59	19	1	A	HH	2017-02-11	16.845	2017-08-15	NA	28	338	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
6	20	8	A	HK	2017-02-12	14.824	2017-08-15	NA	29	339	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
185	9	4	A	KK	2017-02-12	5.407	2017-08-15	NA	30	339	904WPG	5	kaal	3587WP	7	kaal	between	KK	904-5 x 3587-7	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.7	kaal904WPG
140	7	13	NA	KK	2017-02-12	2.829	2017-08-15	NA	31	339	892WKG	5	kaal	892WKG	4	kaal	within	KK	892-5 x 892-4	kaal.within	kaal.within.892WKG.5	892WKG.5	892WKG.4	kaal892WKG
117	2	2	A	KK	2017-02-12	3.526	2017-08-15	NA	32	339	892WKG	1	kaal	904WPG	2	kaal	between	KK	892-1 x 904-2	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.2	kaal892WKG
168	3	14	NA	KK	2017-02-12	5.434	2017-08-15	NA	33	339	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.2	kaal904WPG
234	2	3	B	KK	2017-02-12	7.963	2017-08-15	NA	34	339	3587WP	C	kaal	892WKG	4	kaal	between	KK	3587-C x 892-4	kaal.between	kaal.between.3587WP.C	3587WP.C	892WKG.4	kaal3587WP
169	10	14	NA	KK	NA	4.624	2017-08-15	No collected date	35	NA	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.5	kaal904WPG
117	4	2	A	KK	2017-02-12	6.465	2017-08-15	NA	36	339	892WKG	1	kaal	904WPG	2	kaal	between	KK	892-1 x 904-2	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.2	kaal892WKG
35	7	1	B	HH	2017-02-12	15.131	2017-08-15	NA	37	339	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
95	15	5	A	HK	2017-02-12	8.347	2017-08-15	NA	38	339	WK	2	hook	892WKG	4	kaal	hybrid	HK	866-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
173	3	9	B	KH	2017-02-12	16.514	2017-08-15	NA	39	339	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.G-2	kaal904WPG
98	15	6	A	HK	2017-02-12	19.403	2017-08-15	NA	40	339	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
9	3	8	A	NA	2016-12-15	8.342	2017-08-15	No Cross Type	41	280	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
8	19	8	A	HK	2017-02-12	9.07	2017-08-15	NA	42	339	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
234	4	3	B	NA	2016-12-15	6.393	2017-08-15	No Cross Type	43	280	3587WP	C	kaal	892WKG	4	kaal	between	KK	3587-C x 892-4	kaal.between	kaal.between.3587WP.C	3587WP.C	892WKG.4	kaal3587WP
92	7	1	A	NA	2016-12-15	8.038	2017-08-15	No Cross Type	44	280	WK	2	hook	879WKG	N-5	hook	between	HH	866-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
74	20	1	A	NA	2016-12-15	6.142	2017-08-15	No Cross Type	45	280	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
96	2	5	A	NA	2016-12-15	4.837	2017-08-15	No Cross Type	46	280	WK	2	hook	892WKG	5	kaal	hybrid	HK	866-2 x 892-5	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.5	hookWK
48	3	12	NA	NA	2016-12-15	10.595	2017-08-15	No Cross Type	47	280	879WKG	N-5	hook	879WKG	H-2	hook	within	HH	879-N-5 x 879-H-2	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.H-2	hook879WKG
35	6	1	B	NA	2016-12-15	12.822	2017-08-15	No Cross Type	48	280	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
76	5	1	A	NA	2016-12-15	10.171	2017-08-15	No Cross Type	49	280	WK	4	hook	879WKG	G-2	hook	between	HH	794-4 x 879-G-2	hook.between	hook.between.WK.4	WK.4	879WKG.G-2	hookWK
21	14	1	B	NA	2016-12-15	13.136	2017-08-15	No Cross Type	50	280	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
5	16	1	B	NA	2016-12-15	14.008	2017-08-16	No Cross Type	51	280	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
103	6	5	A	NA	2016-12-15	9.6	2017-08-16	No Cross Type	52	280	WK	2E- 1	hook	892WKG	1	kaal	hybrid	HK	899-2E- 1 x 892-1	hook.hybrid	hook.hybrid.WK.2E- 1	WK.2E- 1	892WKG.1	hookWK
22	9	1	B	NA	2016-12-15	11.676	2017-08-16	No Cross Type	53	280	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2E- 1	hook879WKG
57	1	10	A	HK	2017-02-12	19.566	2017-08-25	NA	54	339	879WKG	N-5	hook	3587WP	A	kaal	hybrid	HK	879-N-5 x 3587-A	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.A	hook879WKG
52	3	8	A	HK	2017-02-12	16.53	2017-08-25	NA	55	339	879WKG	N-5	hook	892WKG	1	kaal	hybrid	HK	879-N-5 x 892-1	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.1	hook879WKG
8	1	8	A	HK	2017-02-10	3.218	2017-08-25	NA	56	337	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
173	7	9	B	KH	2017-02-12	14.01	2017-08-25	NA	57	339	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.G-2	kaal904WPG
184	16	14	NA	KK	2017-02-13	7.093	2017-08-25	NA	58	340	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
62	4	1	A	HH	2017-02-13	14.405	2017-08-25	NA	59	340	WK	2	hook	879WKG	N-5	hook	between	HH	794-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
6	12	8	A	HK	2017-02-13	16	2017-08-25	NA	60	340	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
184	1	14	NA	KK	2017-02-13	3.201	2017-08-25	NA	61	340	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
182	17	2	B	KK	2017-02-13	9.948	2017-08-25	NA	62	340	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
24	4	8	A	HK	2017-02-13	23.608	2017-08-25	NA	63	340	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	892WKG.4	hook879WKG
53	2	8	A	HK	2017-02-13	19.102	2017-08-25	NA	64	340	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
169	1	14	NA	KK	2017-02-13	10.304	2017-08-25	NA	65	340	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.5	kaal904WPG
205	4	10	B	KH	2017-02-14	23.699	2017-08-25	NA	66	341	3587WP	14	kaal	879WKG	10-1	hook	hybrid	KH	3587-14 x 879-10-1	kaal.hybrid	kaal.hybrid.3587WP.14	3587WP.14	879WKG.10-1	kaal3587WP
182	10	2	B	KK	2017-02-14	10.652	2017-08-25	NA	67	341	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
94	4	5	A	HK	2017-02-12	8.773	2017-08-25	NA	68	339	WK	2	hook	892WKG	1	kaal	hybrid	HK	866-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
76	7	1	A	HH	2017-02-12	10.957	2017-08-25	NA	69	339	WK	4	hook	879WKG	G-2	hook	between	HH	794-4 x 879-G-2	hook.between	hook.between.WK.4	WK.4	879WKG.G-2	hookWK
149	9	9	B	KH	2017-02-12	23.733	2017-08-25	NA	70	339	904WPG	2	kaal	879WKG	G-2	hook	hybrid	KH	904-2 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.2	904WPG.2	879WKG.G-2	kaal904WPG
92	8	1	A	HH	2017-02-12	7.109	2017-08-25	NA	71	339	WK	2	hook	879WKG	N-5	hook	between	HH	866-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
33	1	1	B	HH	2017-02-12	15.184	2017-08-25	NA	72	339	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 794-2	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
24	5	8	A	HK	2017-02-13	10.709	2017-08-25	NA	73	340	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	892WKG.4	hook879WKG
174	2	9	B	KH	2017-02-12	29.895	2017-08-25	NA	74	339	904WPG	5	kaal	879WKG	N-5	hook	hybrid	KH	904-5 x 879-N-5	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.N-5	kaal904WPG
182	2	2	B	KK	2017-02-13	7.458	2017-08-25	NA	75	340	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
169	14	14	NA	KK	2017-02-13	5.668	2017-08-25	NA	76	340	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.5	kaal904WPG
234	6	3	B	KK	2017-02-13	8.294	2017-08-25	NA	77	340	3587WP	C	kaal	892WKG	4	kaal	between	KK	3587-C x 892-4	kaal.between	kaal.between.3587WP.C	3587WP.C	892WKG.4	kaal3587WP
39	3	9	A	HK	2017-02-12	10.967	2017-08-25	NA	78	339	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
41	4	10	A	HK	2017-02-12	28.251	2017-08-25	NA	79	339	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
169	8	14	NA	KK	2017-02-13	4.276	2017-09-05	NA	80	340	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.5	kaal904WPG
68	1	5	A	HK	2017-02-13	4.528	2017-09-05	NA	81	340	WK	2	hook	892WKG	5	kaal	hybrid	HK	794-2 x 892-5	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.5	hookWK
186	4	4	A	KK	2017-02-13	7.418	2017-09-05	NA	82	340	904WPG	5	kaal	3587WP	10	kaal	between	KK	904-5 x 3587-10	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.10	kaal904WPG
81	1	5	A	HK	2017-02-13	15.401	2017-09-05	NA	83	340	WK	4	hook	892WKG	3	kaal	hybrid	HK	794-4 x 892-3	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.3	hookWK
105	8	6	A	HK	2017-02-13	20.617	2017-09-05	NA	84	340	WK	2E- 1	hook	904WPG	5	kaal	hybrid	HK	899-2E- 1 x 904-5	hook.hybrid	hook.hybrid.WK.2E- 1	WK.2E- 1	904WPG.5	hookWK
183	11	14	NA	KK	2017-02-13	8.255	2017-09-05	NA	85	340	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
12	11	9	A	HK	2017-02-12	25.836	2017-09-05	NA	86	339	879WKG	2-2	hook	904WPG	5	kaal	hybrid	HK	879-2-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.5	hook879WKG
12	7	9	A	HK	2017-02-12	19.918	2017-09-05	NA	87	339	879WKG	2-2	hook	904WPG	5	kaal	hybrid	HK	879-2-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.5	hook879WKG
50	9	1	B	HH	NA	15.823	2017-09-05	No collected date	88	NA	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
184	19	14	NA	KK	2017-02-13	3.92	2017-09-05	NA	89	340	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
39	4	9	A	HK	2017-02-12	24.631	2017-09-05	NA	90	339	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
183	7	14	NA	KK	2017-02-13	8.508	2017-09-05	NA	91	340	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
186	2	4	A	KK	2017-02-22	7.845	2017-09-05	NA	92	349	904WPG	5	kaal	3587WP	10	kaal	between	KK	904-5 x 3587-10	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.10	kaal904WPG
99	9	7	A	HK	2017-02-21	25.049	2017-09-05	NA	93	348	WK	2	hook	3587WP	7	kaal	hybrid	HK	866-2 x 3587-7	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.7	hookWK
74	9	1	A	HH	2017-02-13	23.047	2017-09-05	NA	94	340	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
98	16	6	A	HK	2017-02-13	26.455	2017-09-05	NA	95	340	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
166	10	2	B	KK	2017-02-13	6.237	2017-09-05	NA	96	340	904WPG	3	kaal	892WKG	1	kaal	between	KK	904-3 x 892-1	kaal.between	kaal.between.904WPG.3	904WPG.3	892WKG.1	kaal904WPG
183	18	14	NA	KK	2017-02-13	6.909	2017-09-05	NA	97	340	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
68	3	5	A	HK	2017-02-13	13.911	2017-09-05	NA	98	340	WK	2	hook	892WKG	5	kaal	hybrid	HK	794-2 x 892-5	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.5	hookWK
6	8	8	A	HK	2017-02-14	23.885	2017-09-05	NA	99	341	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
91	16	1	A	HH	2017-02-13	21.827	2017-09-05	NA	100	340	WK	2	hook	879WKG	G-2	hook	between	HH	866-2 x 879-G-2	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
23	4	8	A	HK	2017-02-12	9.724	2017-09-05	NA	101	339	879WKG	10-1	hook	892WKG	1	kaal	hybrid	HK	879-10-1 x 892-1	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	892WKG.1	hook879WKG
9	13	8	A	HK	2017-02-12	6.733	2017-09-05	NA	102	339	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
8	12	8	A	HK	2017-02-12	17.413	2017-09-05	NA	103	339	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
106	6	7	A	HK	2017-02-18	21.702	2017-09-12	NA	104	345	WK	2E- 1	hook	3587WP	14	kaal	hybrid	HK	899-2E- 1 x 3587-14	hook.hybrid	hook.hybrid.WK.2E- 1	WK.2E- 1	3587WP.14	hookWK
9	12	8	A	HK	2017-02-18	16.515	2017-09-12	NA	105	345	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
91	18	1	A	HH	2017-02-18	14.865	2017-09-12	NA	106	345	WK	2	hook	879WKG	G-2	hook	between	HH	866-2 x 879-G-2	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
6	1	8	A	HK	2017-02-18	13.663	2017-09-12	NA	107	345	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
5	17	1	B	HH	2017-02-18	24.31	2017-09-12	NA	108	345	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
185	2	4	A	KK	2017-02-18	7.066	2017-09-12	NA	109	345	904WPG	5	kaal	3587WP	7	kaal	between	KK	904-5 x 3587-7	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.7	kaal904WPG
181	11	2	B	KK	2017-02-18	10.691	2017-09-12	NA	110	345	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
89	20	5	A	HH	2017-02-18	14.056	2017-09-12	NA	111	345	WK	2	hook	879WKG	2-2	hook	between	HH	866-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
179	9	2	B	KK	2017-02-18	13.906	2017-09-12	NA	112	345	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
94	1	5	A	HK	2017-02-18	10.991	2017-09-12	NA	113	345	WK	2	hook	892WKG	1	kaal	hybrid	HK	866-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
44	5	9	A	HK	2017-02-21	13.188	2017-09-12	NA	114	348	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
19	12	1	B	HH	2017-02-18	16.971	2017-09-12	NA	115	345	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
195	1	3	B	KK	2017-02-18	14.33	2017-09-12	NA	116	345	3587WP	7	kaal	892WKG	4	kaal	between	KK	3587-7 x 892-4	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.4	kaal3587WP
29	8	10	A	HK	2017-02-18	21.833	2017-09-12	NA	117	345	879WKG	10-1	hook	3587WP	15	kaal	hybrid	HK	879-10-1 x 3587-15	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.15	hook879WKG
98	7	6	A	HK	2017-02-21	26.876	2017-09-12	NA	118	348	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
80	5	5	A	HK	2017-02-18	18.661	2017-09-12	NA	119	345	WK	4	hook	892WKG	1	kaal	hybrid	HK	794-4 x 892-1	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.1	hookWK
77	11	1	A	HH	2017-02-18	10.456	2017-09-12	NA	120	345	WK	4	hook	879WKG	N-5	hook	between	HH	794-4 x 879-N-5	hook.between	hook.between.WK.4	WK.4	879WKG.N-5	hookWK
106	2	7	A	HK	2017-02-18	17.735	2017-09-12	NA	121	345	WK	2E- 1	hook	3587WP	14	kaal	hybrid	HK	899-2E- 1 x 3587-14	hook.hybrid	hook.hybrid.WK.2E- 1	WK.2E- 1	3587WP.14	hookWK
187	7	4	A	KK	2017-02-18	6.69	2017-09-12	NA	122	345	904WPG	5	kaal	3587WP	14	kaal	between	KK	904-5 x 3587-14	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.14	kaal904WPG
68	7	5	A	HK	2017-02-18	7.242	2017-09-12	NA	123	345	WK	2	hook	892WKG	5	kaal	hybrid	HK	794-2 x 892-5	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.5	hookWK
140	4	13	NA	KK	2017-02-21	2.728	2017-09-12	NA	124	348	892WKG	5	kaal	892WKG	4	kaal	within	KK	892-5 x 892-4	kaal.within	kaal.within.892WKG.5	892WKG.5	892WKG.4	kaal892WKG
82	8	5	A	HK	2017-02-18	11.36	2017-09-12	NA	125	345	WK	4	hook	892WKG	4	kaal	hybrid	HK	794-4 x 892-4	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.4	hookWK
26	2	9	A	HK	2017-02-22	24.168	2017-09-12	NA	126	349	879WKG	10-1	hook	904WPG	3	kaal	hybrid	HK	879-10-1 x 904-3	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	904WPG.3	hook879WKG
9	15	8	A	HK	2017-02-18	16.487	2017-09-12	NA	127	345	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
69	12	5	A	HK	2017-02-05	10.422	2017-09-19	67-12?	128	332	WK	2	hook	904WPG	3	kaal	hybrid	HK	794-2 x 904-3	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.3	hookWK
63	12	11	NA	HH	2017-02-05	15.34	2017-09-19	NA	129	332	WK	2	hook	WK	4	hook	within	HH	794-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
90	8	1	A	HH	2017-02-05	20.536	2017-09-19	NA	130	332	WK	2	hook	879WKG	10-1	hook	between	HH	866-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
171	2	9	B	KH	2017-02-05	10.012	2017-09-19	NA	131	332	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.2-2	kaal904WPG
196	10	3	B	KK	2016-12-05	11.71	2017-09-19	JP: changed year from 2017	132	270	3587WP	7	kaal	892WKG	5	kaal	between	KK	3587-7 x 892-5	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.5	kaal3587WP
182	20	2	B	KK	2017-02-05	14.333	2017-09-19	NA	133	332	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
92	3	1	A	HH	2017-02-05	12.201	2017-09-19	NA	134	332	WK	2	hook	879WKG	N-5	hook	between	HH	866-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
169	12	14	NA	KK	2017-02-05	9.3	2017-09-19	NA	135	332	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.5	kaal904WPG
188	2	10	B	KH	2017-02-05	0.575	2017-09-19	NA	136	332	3587WP	7	kaal	879WKG	2-2	hook	hybrid	KH	3587-7 x 879-2-2	kaal.hybrid	kaal.hybrid.3587WP.7	3587WP.7	879WKG.2-2	kaal3587WP
59	3	1	A	HH	2017-02-05	14.036	2017-09-19	NA	137	332	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
90	19	1	A	HH	2017-02-05	14.52	2017-09-19	NA	138	332	WK	2	hook	879WKG	10-1	hook	between	HH	866-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
90	7	1	A	HH	2017-02-05	13.81	2017-09-19	NA	139	332	WK	2	hook	879WKG	10-1	hook	between	HH	866-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
141	3	2	A	KK	2017-02-05	9.248	2017-09-19	NA	140	332	892WKG	5	kaal	904WPG	3	kaal	between	KK	892-5 x 904-3	kaal.between	kaal.between.892WKG.5	892WKG.5	904WPG.3	kaal892WKG
